,New_feature,Volume,Subjectivity,Sentiment,NIFTY50,NIFTY50_train_pred
19787,17923.0,375800.0,0.746666667,-1.0,1.0,
422,10662.0,175200.0,0.0,0.0,0.0,1.0
10082,12135.0,620500.0,0.2,1.0,1.0,1.0
9995,11994.0,557700.0,0.0,0.0,0.0,1.0
9425,11901.0,650200.0,0.0,0.0,1.0,1.0
2309,10723.0,246000.0,0.47,1.0,0.0,1.0
8497,11938.0,415200.0,0.333333333,1.0,1.0,1.0
172,10952.0,312100.0,0.538,1.0,1.0,1.0
3961,10507.0,381300.0,0.185416667,0.0,1.0,1.0
5634,10839.0,361100.0,0.0,0.0,1.0,1.0
5839,10804.0,260800.0,0.65,1.0,0.0,1.0
18731,15841.0,267100.0,0.55,-1.0,0.0,
8494,11938.0,415200.0,0.071428571,-1.0,1.0,1.0
11526,11834.0,461000.0,0.0,0.0,0.0,1.0
1727,10572.0,260800.0,0.0,0.0,1.0,1.0
8970,11582.0,359400.0,0.0,0.0,0.0,1.0
1185,10582.0,194200.0,0.25,0.0,1.0,1.0
9852,11879.0,659000.0,0.625,1.0,0.0,1.0
10093,12084.0,584200.0,0.25,-1.0,1.0,1.0
9067,10850.0,519200.0,0.1,0.0,1.0,1.0
20273,18054.0,267400.0,0.45,1.0,0.0,
16094,15500.0,436000.0,0.7,-1.0,1.0,
905,10251.0,186500.0,0.5,1.0,0.0,1.0
3499,11478.0,276600.0,0.216666667,-1.0,1.0,1.0
8377,11240.0,482900.0,1.0,0.0,0.0,1.0
16948,15148.0,713300.0,0.5,0.0,0.0,
7828,11735.0,300500.0,0.15,1.0,1.0,1.0
9835,11857.0,559500.0,0.541666667,-1.0,1.0,1.0
7427,11909.0,421200.0,0.833333333,1.0,1.0,1.0
6119,10851.0,308500.0,0.566666667,-1.0,0.0,1.0
2082,10812.0,184300.0,0.066666667,0.0,0.0,1.0
7959,12043.0,289200.0,0.0,0.0,1.0,1.0
14135,11446.0,532900.0,0.5,1.0,1.0,1.0
18161,14827.0,647400.0,0.3,1.0,0.0,
7964,12043.0,289200.0,0.2,1.0,1.0,1.0
10978,10762.0,220000.0,0.0,0.0,1.0,1.0
12408,9488.0,653000.0,0.0,0.0,1.0,1.0
9387,11032.0,687100.0,0.0,0.0,0.0,1.0
17039,11399.0,290600.0,0.3,1.0,0.0,
2648,12002.0,646700.0,0.0,0.0,1.0,1.0
18220,15809.0,340200.0,0.0,0.0,0.0,
10033,14933.0,517500.0,0.0,0.0,1.0,1.0
7242,11729.0,452100.0,0.2,1.0,1.0,1.0
4690,10723.0,424500.0,0.5,0.0,1.0,1.0
6563,11994.0,557700.0,0.0,0.0,0.0,1.0
12242,9318.0,726400.0,0.0,0.0,0.0,1.0
5222,10847.0,245500.0,0.45,1.0,1.0,1.0
2649,16658.0,217400.0,0.55245098,-1.0,1.0,1.0
10192,11941.0,823100.0,0.0,0.0,1.0,1.0
18377,11521.0,743400.0,0.581818182,1.0,1.0,
10753,14943.0,467500.0,0.333333333,1.0,0.0,1.0
17962,15329.0,0.0,0.0,0.0,1.0,
20884,17224.0,161700.0,0.625,1.0,0.0,
1480,10793.0,312300.0,0.083333333,-1.0,1.0,1.0
12816,9425.0,837900.0,0.0,0.0,1.0,1.0
693,10840.0,312000.0,0.476190476,-1.0,1.0,1.0
16408,14013.0,358100.0,0.25,1.0,1.0,
14402,10784.0,618700.0,0.2,-1.0,1.0,1.0
6395,11503.0,386200.0,1.0,0.0,0.0,1.0
18473,14350.0,498100.0,0.0,0.0,0.0,
2157,10771.0,223600.0,0.5125,-1.0,0.0,1.0
17946,13549.0,558400.0,0.3,1.0,1.0,
7401,11887.0,348400.0,0.4,1.0,1.0,1.0
1302,10677.0,0.0,0.125,0.0,1.0,1.0
7868,10465.0,195000.0,0.0,0.0,1.0,1.0
15167,11816.0,704000.0,0.233333333,1.0,0.0,
3720,10871.0,296900.0,0.48670741,1.0,1.0,1.0
8142,11588.0,368800.0,0.0,0.0,0.0,1.0
20581,17394.0,257800.0,0.0,0.0,0.0,
5050,10919.0,318900.0,0.326666667,1.0,0.0,1.0
4412,10450.0,425500.0,0.0,0.0,1.0,1.0
3627,11275.0,250600.0,1.0,1.0,0.0,1.0
14122,11601.0,664200.0,0.2625,1.0,1.0,1.0
4529,10694.0,295200.0,0.30625,1.0,0.0,1.0
14882,11483.0,350400.0,0.05,0.0,0.0,
11440,12098.0,513600.0,0.65,1.0,1.0,1.0
7385,10810.0,508800.0,0.2,1.0,0.0,1.0
8782,10971.0,684100.0,0.75,1.0,1.0,1.0
16370,11884.0,855300.0,0.5,-1.0,1.0,
10898,12351.0,395700.0,0.571428571,1.0,1.0,1.0
1438,10405.0,251700.0,0.525,1.0,0.0,1.0
508,10555.0,171900.0,0.38,1.0,1.0,1.0
5288,11518.0,527700.0,0.0,0.0,1.0,1.0
12940,11324.0,383000.0,0.0,0.0,0.0,1.0
10180,12000.0,747200.0,0.0,0.0,1.0,1.0
5691,10669.0,410100.0,0.428571429,1.0,0.0,1.0
5430,10834.0,310700.0,0.1,0.0,1.0,1.0
5959,10637.0,291500.0,0.3875,-1.0,0.0,1.0
19967,18173.0,324700.0,0.0,0.0,0.0,
8979,11924.0,283700.0,0.0,0.0,1.0,1.0
20690,17302.0,271000.0,0.2,-1.0,0.0,
2342,10682.0,295400.0,0.434242424,1.0,0.0,1.0
12493,9312.0,609100.0,0.711111111,-1.0,1.0,1.0
17050,14691.0,542200.0,0.5,1.0,0.0,
12258,9318.0,726400.0,0.125,1.0,0.0,1.0
4399,12242.0,470300.0,0.75,0.0,0.0,1.0
14811,11173.0,621600.0,0.0,0.0,1.0,
13020,9162.0,805500.0,0.0,0.0,0.0,1.0
20570,17805.0,419900.0,0.65,1.0,1.0,
15103,11829.0,616300.0,0.47,1.0,1.0,
10429,12235.0,623100.0,0.521423292,1.0,1.0,1.0
7711,11684.0,365500.0,0.0,0.0,1.0,1.0
18436,15714.0,224900.0,0.4,0.0,1.0,
18259,15635.0,351500.0,0.308333333,1.0,1.0,
8725,10483.0,297600.0,0.0,0.0,1.0,1.0
15844,13739.0,519400.0,1.0,-1.0,1.0,
644,15144.0,544200.0,0.6,1.0,1.0,1.0
17479,14350.0,498100.0,0.0,0.0,0.0,
1541,10831.0,254300.0,0.833333333,-1.0,0.0,1.0
9169,11593.0,651700.0,0.1,0.0,0.0,1.0
1212,10599.0,219200.0,0.279166667,-1.0,1.0,1.0
15580,12925.0,549800.0,1.0,0.0,1.0,
20221,17902.0,232100.0,1.0,1.0,0.0,
2563,10757.0,667100.0,0.646666667,1.0,1.0,1.0
8896,10859.0,506600.0,0.3,1.0,0.0,1.0
13386,10235.0,936500.0,0.454545455,1.0,1.0,1.0
6136,17203.0,320800.0,0.5,1.0,0.0,1.0
13307,11677.0,290000.0,0.388888889,1.0,0.0,1.0
11754,12182.0,411700.0,0.05,0.0,0.0,1.0
12944,9312.0,609100.0,0.0,0.0,1.0,1.0
5643,10832.0,463400.0,0.4,-1.0,0.0,1.0
391,10608.0,169000.0,0.0,0.0,0.0,1.0
1466,10407.0,250400.0,0.05,0.0,0.0,1.0
13215,10417.0,854800.0,0.1,0.0,0.0,1.0
12891,10037.0,775100.0,0.55,1.0,1.0,1.0
1193,10582.0,194200.0,0.0,0.0,1.0,1.0
15640,11776.0,674300.0,0.227272727,1.0,1.0,
12215,8929.0,719400.0,0.1,0.0,1.0,1.0
10183,12000.0,747200.0,0.625,-1.0,1.0,1.0
3595,11335.0,240900.0,0.333333333,1.0,0.0,1.0
16918,14997.0,0.0,0.0,0.0,0.0,
6390,11506.0,326100.0,0.27,1.0,1.0,1.0
11496,11916.0,490800.0,0.0,1.0,0.0,1.0
12985,12057.0,524700.0,0.502380952,-1.0,0.0,1.0
8729,10818.0,668200.0,0.504166667,1.0,0.0,1.0
8467,10859.0,506600.0,0.313095238,-1.0,0.0,1.0
6750,11883.0,318100.0,0.5,1.0,0.0,1.0
14152,11390.0,668700.0,0.4,1.0,1.0,1.0
507,15243.0,504800.0,0.333333333,1.0,0.0,1.0
10989,12159.0,500.0,0.0,0.0,0.0,1.0
14981,11886.0,453600.0,0.32,1.0,1.0,
947,10641.0,153800.0,0.0,0.0,1.0,1.0
14614,11210.0,672200.0,0.1,-1.0,0.0,
13187,10401.0,669200.0,0.666666667,0.0,1.0,1.0
19780,17341.0,252700.0,0.4,-1.0,1.0,
16359,14573.0,874000.0,0.3,0.0,0.0,
16461,14701.0,1103600.0,0.0,0.0,0.0,
2550,10975.0,210500.0,0.2,-1.0,0.0,1.0
1775,11364.0,294500.0,0.411111111,1.0,0.0,1.0
13285,11167.0,733200.0,0.25,-1.0,1.0,1.0
11348,12189.0,501200.0,0.9,1.0,0.0,1.0
273,11081.0,228000.0,0.208333333,1.0,0.0,1.0
19589,17479.0,363600.0,0.0,0.0,1.0,
9021,11253.0,696500.0,0.232142857,-1.0,0.0,1.0
3623,11275.0,250600.0,0.0,0.0,0.0,1.0
2384,10601.0,167700.0,0.766666667,1.0,1.0,1.0
11154,11883.0,560400.0,0.575,1.0,1.0,1.0
7039,11063.0,321200.0,0.38,1.0,0.0,1.0
16816,15692.0,457900.0,0.0,0.0,1.0,
9338,11219.0,741100.0,0.313333333,1.0,1.0,1.0
921,11280.0,928500.0,0.0,0.0,1.0,1.0
4646,10581.0,0.0,0.0,0.0,1.0,1.0
8536,11656.0,464000.0,0.875,1.0,1.0,1.0
14990,11736.0,555800.0,0.1,0.0,1.0,
747,10174.0,204800.0,0.4,-1.0,1.0,1.0
7738,11771.0,468400.0,0.755555556,1.0,0.0,1.0
3574,11418.0,201400.0,0.4,-1.0,0.0,1.0
9014,11004.0,434500.0,0.460016835,1.0,0.0,1.0
10799,13467.0,553400.0,0.2,1.0,1.0,1.0
16979,15168.0,571800.0,0.0,0.0,1.0,
14599,11377.0,602900.0,0.0,0.0,0.0,
16657,15339.0,648500.0,0.649090909,1.0,0.0,
11811,11679.0,379600.0,0.0,0.0,1.0,1.0
10893,12351.0,395700.0,0.54,1.0,1.0,1.0
14227,11631.0,807000.0,0.5,1.0,1.0,1.0
8589,11011.0,511500.0,0.627777778,-1.0,1.0,1.0
14629,10359.0,221600.0,0.0,0.0,1.0,
6478,14975.0,480300.0,0.1,1.0,0.0,1.0
5627,10839.0,361100.0,0.0,0.0,1.0,1.0
9359,11254.0,562000.0,0.0,0.0,0.0,1.0
12821,9425.0,837900.0,0.316666667,-1.0,1.0,1.0
10474,10723.0,246000.0,0.5,0.0,0.0,1.0
3642,11156.0,719000.0,0.475,-1.0,0.0,1.0
17822,14835.0,546400.0,0.0,0.0,1.0,
8604,11028.0,624600.0,0.0,0.0,0.0,1.0
17663,14591.0,455900.0,0.2,-1.0,0.0,
9563,11633.0,867600.0,0.0,0.0,0.0,1.0
1914,10730.0,269800.0,0.25,1.0,1.0,1.0
16290,10792.0,229600.0,0.452689736,1.0,0.0,
600,10536.0,250400.0,0.0,0.0,0.0,1.0
3897,11502.0,286700.0,0.333333333,1.0,1.0,1.0
12606,9475.0,846400.0,0.0,0.0,0.0,1.0
5568,10938.0,288800.0,0.0,0.0,1.0,1.0
1654,9064.0,879100.0,0.393333333,1.0,0.0,1.0
17025,14830.0,100.0,0.382142857,1.0,0.0,
8137,11933.0,486800.0,0.388802083,1.0,0.0,1.0
15277,12208.0,576800.0,0.535714286,1.0,1.0,
14476,9029.0,742100.0,0.0,0.0,0.0,
1895,10682.0,168400.0,0.454545455,1.0,1.0,1.0
7864,11824.0,303900.0,0.429166667,1.0,0.0,1.0
20291,17934.0,295700.0,0.0,0.0,0.0,
11776,13168.0,713700.0,0.577777778,1.0,1.0,1.0
17586,14790.0,457000.0,0.291666667,1.0,1.0,
6532,10851.0,308500.0,0.7,1.0,0.0,1.0
4375,10404.0,343500.0,0.15,1.0,0.0,1.0
263,10722.0,215400.0,0.0,0.0,1.0,1.0
376,15095.0,671200.0,0.5,1.0,1.0,1.0
1968,10433.0,238600.0,0.0,0.0,1.0,1.0
3962,10507.0,381300.0,0.185416667,0.0,1.0,1.0
17308,14192.0,559200.0,0.0,0.0,0.0,
1468,10407.0,250400.0,0.333333333,-1.0,0.0,1.0
12889,10037.0,775100.0,0.396190476,-1.0,1.0,1.0
13824,11015.0,625700.0,0.0,0.0,1.0,1.0
5724,10669.0,410100.0,0.35,-1.0,0.0,1.0
1244,10583.0,189200.0,0.583333333,-1.0,0.0,1.0
8136,11588.0,368800.0,0.05,0.0,0.0,1.0
17116,11712.0,277600.0,0.427508246,1.0,0.0,
18845,15871.0,244800.0,0.0,0.0,1.0,
16173,17072.0,498000.0,0.033333333,0.0,0.0,
942,10641.0,153800.0,0.75,0.0,1.0,1.0
2952,10748.0,209400.0,0.4,1.0,1.0,1.0
9759,11167.0,733200.0,0.636363636,1.0,1.0,1.0
3349,11554.0,254800.0,0.0,0.0,1.0,1.0
12990,9998.0,715500.0,0.55,1.0,1.0,1.0
2660,10987.0,187300.0,0.0,0.0,1.0,1.0
11179,9808.0,931200.0,0.25,0.0,1.0,1.0
12974,14500.0,789600.0,0.333333333,1.0,0.0,1.0
13634,11164.0,765100.0,0.0,0.0,0.0,1.0
11038,12211.0,593200.0,0.0,0.0,1.0,1.0
20694,17296.0,219500.0,1.0,0.0,1.0,
17900,15084.0,572900.0,0.3325,1.0,1.0,
16983,15168.0,571800.0,0.0,0.0,1.0,
19693,17135.0,301900.0,0.4,-1.0,1.0,
5339,11074.0,536700.0,0.0,0.0,1.0,1.0
18744,15845.0,294100.0,0.4,-1.0,1.0,
6609,11650.0,266700.0,0.566666667,1.0,1.0,1.0
14144,11989.0,676900.0,0.0,0.0,0.0,1.0
2802,11152.0,365400.0,0.5,-1.0,1.0,1.0
4318,11558.0,295900.0,0.0,0.0,1.0,1.0
15065,11887.0,544900.0,0.0,0.0,0.0,
18029,14810.0,445000.0,0.75,1.0,1.0,
19675,17785.0,398000.0,0.5,0.0,0.0,
18435,15714.0,224900.0,0.322727273,1.0,1.0,
7275,11729.0,452100.0,0.583333333,-1.0,1.0,1.0
299,10847.0,282700.0,0.0,0.0,1.0,1.0
19680,17666.0,378600.0,0.1,1.0,0.0,
9303,10810.0,508800.0,0.416666667,1.0,0.0,1.0
6801,11766.0,354300.0,0.266666667,1.0,1.0,1.0
3828,11425.0,210500.0,0.388888889,1.0,1.0,1.0
17120,14708.0,459000.0,0.260909091,1.0,0.0,
8008,11416.0,372800.0,0.9,1.0,0.0,1.0
11610,11253.0,696500.0,0.1,0.0,0.0,1.0
2037,11978.0,609200.0,0.125,0.0,0.0,1.0
4047,10318.0,357500.0,0.4,1.0,0.0,1.0
10570,12203.0,426900.0,0.0,0.0,0.0,1.0
16999,17323.0,292500.0,0.0,0.0,0.0,
12348,9292.0,512800.0,0.8,1.0,1.0,1.0
15502,13028.0,571900.0,0.733333333,1.0,1.0,
10283,11894.0,549000.0,0.54,1.0,1.0,1.0
17809,15089.0,583900.0,0.0,0.0,1.0,
10410,12235.0,623100.0,0.2,1.0,1.0,1.0
1501,10807.0,171400.0,0.466517857,1.0,1.0,1.0
13678,11164.0,678900.0,0.0,0.0,0.0,1.0
3517,10591.0,296600.0,0.0,0.0,1.0,1.0
20831,17068.0,197000.0,0.0,0.0,1.0,
14507,11496.0,506700.0,0.0,0.0,1.0,
8876,13846.0,403600.0,0.0,0.0,1.0,1.0
8393,11074.0,536700.0,0.6,1.0,1.0,1.0
6859,11658.0,260400.0,0.0,0.0,0.0,1.0
7161,11208.0,357600.0,0.0,0.0,0.0,1.0
18245,15681.0,357600.0,0.8,1.0,0.0,
16264,14447.0,546100.0,0.0,0.0,1.0,
4093,10155.0,302600.0,0.116666667,-1.0,0.0,1.0
243,11067.0,330300.0,0.275,-1.0,0.0,1.0
18869,11280.0,928500.0,0.366666667,1.0,1.0,
14277,10375.0,573600.0,1.0,-1.0,1.0,1.0
3147,11529.0,232600.0,0.0,0.0,1.0,1.0
12837,8406.0,506300.0,0.5,-1.0,0.0,1.0
1646,10475.0,290900.0,0.486243386,1.0,0.0,1.0
14834,11355.0,572200.0,0.5,0.0,1.0,
7402,11883.0,318100.0,0.51875,1.0,0.0,1.0
18586,14748.0,643800.0,0.535714286,1.0,1.0,
5622,11565.0,218800.0,0.0,0.0,0.0,1.0
11081,12097.0,478500.0,0.525,1.0,0.0,1.0
17064,14830.0,100.0,0.0,0.0,0.0,
16882,14746.0,869500.0,0.0,0.0,1.0,
14753,11463.0,783800.0,0.616666667,1.0,1.0,
18195,15809.0,340200.0,1.0,0.0,0.0,
17418,14309.0,512300.0,0.315151515,1.0,0.0,
5244,15835.0,314600.0,0.0,0.0,1.0,1.0
2078,8931.0,762200.0,0.7,1.0,1.0,1.0
4111,8929.0,719400.0,0.066666667,0.0,1.0,1.0
7524,11601.0,299000.0,0.071428571,-1.0,1.0,1.0
9075,10903.0,482000.0,0.523333333,1.0,0.0,1.0
12419,11260.0,797700.0,0.0,0.0,0.0,1.0
13271,10296.0,574500.0,0.0,0.0,0.0,1.0
5997,10766.0,279600.0,0.597968254,1.0,1.0,1.0
8351,11240.0,482900.0,0.0,0.0,0.0,1.0
15766,12689.0,622000.0,0.033333333,-1.0,1.0,
19990,18173.0,324700.0,0.227272727,1.0,0.0,
10416,12235.0,623100.0,0.268181818,1.0,1.0,1.0
3971,10507.0,381300.0,0.0,0.0,1.0,1.0
2243,10762.0,220000.0,0.0,0.0,1.0,1.0
20707,17272.0,215000.0,0.2,1.0,0.0,
20298,14418.0,605100.0,0.0,0.0,0.0,
16575,15168.0,571800.0,0.033333333,0.0,1.0,
6785,11677.0,290000.0,0.0,0.0,0.0,1.0
2578,10972.0,210600.0,0.180952381,-1.0,1.0,1.0
14328,11360.0,681300.0,0.0,0.0,1.0,1.0
14676,11176.0,472800.0,0.275,-1.0,1.0,
16131,14460.0,672900.0,0.3,-1.0,0.0,
19134,16519.0,275600.0,0.5,1.0,1.0,
13131,9977.0,622900.0,0.7,-1.0,1.0,1.0
4086,10155.0,302600.0,1.0,0.0,0.0,1.0
14533,11569.0,527800.0,0.0,0.0,1.0,
7785,11771.0,468400.0,0.375,-1.0,0.0,1.0
13173,10401.0,669200.0,0.4,1.0,1.0,1.0
14453,11483.0,642300.0,0.0,0.0,0.0,
17885,15202.0,579800.0,0.491428571,1.0,1.0,
8864,10810.0,508800.0,0.793650794,1.0,0.0,1.0
9541,11620.0,853400.0,0.0,0.0,1.0,1.0
16315,14356.0,618600.0,0.35,1.0,0.0,
2781,11137.0,205900.0,0.3,1.0,0.0,1.0
4616,10574.0,239500.0,0.0,0.0,0.0,1.0
4945,10789.0,340100.0,0.524761905,1.0,1.0,1.0
14539,11529.0,764200.0,0.2,1.0,0.0,
1987,10870.0,213400.0,0.184848485,1.0,1.0,1.0
3866,11478.0,302200.0,0.454545455,1.0,1.0,1.0
7805,11712.0,277600.0,1.0,1.0,0.0,1.0
11889,8183.0,925700.0,0.5,1.0,0.0,1.0
9822,11883.0,997700.0,0.8,1.0,0.0,1.0
326,10544.0,180900.0,0.0,0.0,0.0,1.0
15856,10177.0,892100.0,0.0,0.0,1.0,
14238,11581.0,719800.0,0.0,0.0,1.0,1.0
10650,12079.0,396500.0,0.0,0.0,1.0,1.0
7922,11702.0,386100.0,0.875,1.0,1.0,1.0
6424,11503.0,386200.0,0.2,1.0,0.0,1.0
12403,15160.0,493200.0,0.0,0.0,0.0,1.0
18191,15758.0,392900.0,0.75,0.0,0.0,
19844,17481.0,204500.0,0.454545455,1.0,0.0,
4062,10320.0,297300.0,0.0,0.0,0.0,1.0
2240,10762.0,220000.0,0.625,-1.0,1.0,1.0
5242,10669.0,410100.0,0.0,0.0,0.0,1.0
12643,9137.0,575900.0,0.366666667,1.0,0.0,1.0
4584,10807.0,171400.0,0.425,1.0,1.0,1.0
9008,11936.0,599100.0,0.0,0.0,1.0,1.0
13947,11290.0,609900.0,0.0,0.0,1.0,1.0
7485,11726.0,305500.0,0.0,0.0,1.0,1.0
1269,10598.0,335100.0,0.0,0.0,1.0,1.0
865,11824.0,303900.0,0.0,0.0,0.0,1.0
18887,15665.0,410200.0,0.416666667,1.0,1.0,
4955,10797.0,376200.0,0.3,-1.0,1.0,1.0
2256,12891.0,731300.0,0.0,0.0,1.0,1.0
6039,10783.0,396800.0,0.0,0.0,1.0,1.0
6942,11715.0,333500.0,0.772727273,1.0,1.0,1.0
616,10218.0,226400.0,0.0,0.0,0.0,1.0
7029,11572.0,337500.0,0.25,1.0,1.0,1.0
372,10553.0,232200.0,0.328333333,1.0,0.0,1.0
17795,14389.0,467400.0,0.0,0.0,0.0,
10467,12271.0,810700.0,0.0,0.0,1.0,1.0
7971,11888.0,530700.0,0.684722222,1.0,1.0,1.0
610,10218.0,226400.0,0.0,0.0,0.0,1.0
4664,10649.0,0.0,0.0,0.0,1.0,1.0
19199,16637.0,253500.0,0.0625,0.0,1.0,
19378,17371.0,243400.0,0.2,1.0,1.0,
8904,10859.0,506600.0,1.0,1.0,0.0,1.0
19750,17805.0,419900.0,0.0,0.0,1.0,
20842,16992.0,144800.0,0.0,0.0,1.0,
5947,10691.0,345400.0,0.454545455,1.0,0.0,1.0
19746,17388.0,228000.0,0.354166667,-1.0,1.0,
14309,11546.0,607100.0,0.4,-1.0,1.0,1.0
2367,10695.0,203800.0,0.45,1.0,1.0,1.0
11552,11285.0,809900.0,0.314529915,1.0,0.0,1.0
7797,11712.0,277600.0,0.513333333,1.0,0.0,1.0
7179,11194.0,398100.0,0.4,-1.0,1.0,1.0
13929,9998.0,715500.0,0.408333333,1.0,1.0,1.0
9139,11577.0,882800.0,0.420606061,1.0,1.0,1.0
10766,17137.0,295500.0,0.4,0.0,0.0,1.0
19878,17689.0,562200.0,0.633333333,-1.0,0.0,
3794,10408.0,606400.0,0.25,-1.0,0.0,1.0
19480,11663.0,234400.0,0.0,0.0,1.0,
12236,8929.0,719400.0,0.6,1.0,1.0,1.0
5609,10879.0,298900.0,0.5,0.0,0.0,1.0
16342,14093.0,660700.0,0.3,-1.0,0.0,
11513,11496.0,506700.0,0.0,0.0,1.0,1.0
18843,15871.0,244800.0,0.4,1.0,1.0,
5073,10850.0,377500.0,0.3,0.0,0.0,1.0
20147,17284.0,261400.0,0.0,0.0,1.0,
9711,11280.0,928500.0,0.0,0.0,1.0,1.0
4228,10224.0,289800.0,1.0,0.0,0.0,1.0
8075,11957.0,332200.0,0.75,1.0,1.0,1.0
8703,11740.0,442000.0,1.0,1.0,1.0,1.0
663,9071.0,655000.0,0.4,-1.0,0.0,1.0
8417,11159.0,479100.0,0.25,-1.0,0.0,1.0
14917,11926.0,569200.0,0.0,0.0,1.0,
17341,15050.0,675300.0,0.0,0.0,0.0,
12709,9105.0,631500.0,0.437333153,1.0,1.0,1.0
12725,9056.0,675800.0,0.1,0.0,0.0,1.0
11326,13086.0,717700.0,0.0,0.0,1.0,1.0
9381,11526.0,337600.0,0.518518519,1.0,0.0,1.0
2779,10408.0,606400.0,0.21047619,1.0,0.0,1.0
4548,10739.0,272100.0,0.4,-1.0,1.0,1.0
13948,11290.0,609900.0,0.05,0.0,1.0,1.0
18503,11023.0,624300.0,0.0,0.0,0.0,
16853,14582.0,915000.0,0.333333333,-1.0,1.0,
20856,17054.0,182600.0,0.298701299,1.0,0.0,
7220,12242.0,470300.0,0.0,0.0,0.0,1.0
14013,11316.0,562400.0,0.0,0.0,0.0,1.0
19057,16458.0,321900.0,0.125,0.0,0.0,
20294,17934.0,295700.0,0.5,1.0,0.0,
5601,10879.0,298900.0,0.5,0.0,0.0,1.0
6165,10921.0,268100.0,0.0,0.0,0.0,1.0
13742,11167.0,588100.0,0.54,1.0,0.0,1.0
4440,10517.0,254600.0,0.0,0.0,1.0,1.0
10673,10338.0,556200.0,0.5,-1.0,0.0,1.0
5260,10736.0,286200.0,0.666666667,0.0,0.0,1.0
17514,14350.0,498100.0,0.0,0.0,0.0,
3986,10566.0,265200.0,0.0,0.0,1.0,1.0
10050,12084.0,584200.0,0.0,0.0,1.0,1.0
7856,11811.0,327900.0,0.571428571,1.0,1.0,1.0
14467,11483.0,642300.0,0.0,0.0,0.0,
11219,10753.0,193500.0,0.0,0.0,1.0,1.0
2672,11715.0,446900.0,0.345575758,1.0,0.0,1.0
3982,10572.0,284800.0,0.125,0.0,0.0,1.0
17555,9488.0,653000.0,0.340740741,1.0,1.0,
280,17574.0,356400.0,0.5375,1.0,0.0,1.0
13437,10921.0,268100.0,0.625,-1.0,0.0,1.0
2174,10753.0,193500.0,0.0,0.0,1.0,1.0
15995,13705.0,471400.0,0.0,0.0,1.0,
17679,14687.0,467800.0,0.313888889,-1.0,1.0,
10984,13537.0,497600.0,0.0,0.0,1.0,1.0
19476,17401.0,230400.0,0.0,0.0,1.0,
8750,11565.0,317300.0,0.2,-1.0,0.0,1.0
7483,11316.0,562400.0,0.0,0.0,0.0,1.0
15849,13739.0,519400.0,0.460016835,1.0,1.0,
5210,10888.0,180900.0,0.196969697,1.0,1.0,1.0
13134,9977.0,622900.0,0.535714286,1.0,1.0,1.0
9983,11426.0,282600.0,0.3,1.0,1.0,1.0
19800,16277.0,277900.0,0.0,0.0,1.0,
13489,10826.0,554100.0,0.9,-1.0,0.0,1.0
18095,14817.0,488000.0,0.0,0.0,1.0,
11888,11506.0,326100.0,0.285714286,-1.0,1.0,1.0
20066,17758.0,336500.0,0.5,1.0,0.0,
12882,8213.0,697000.0,0.0,0.0,0.0,1.0
20230,17923.0,375800.0,0.1,0.0,1.0,
4165,10071.0,364300.0,0.777777778,1.0,0.0,1.0
19638,17879.0,360100.0,0.5,1.0,1.0,
4896,10660.0,360500.0,0.258928571,-1.0,1.0,1.0
5835,10804.0,260800.0,0.0,0.0,0.0,1.0
3814,11482.0,246100.0,0.142857143,-1.0,1.0,1.0
17113,14792.0,474200.0,0.0,0.0,1.0,
10198,11941.0,823100.0,0.0,0.0,1.0,1.0
8745,10971.0,684100.0,0.238095238,1.0,1.0,1.0
12762,9056.0,675800.0,0.75,-1.0,0.0,1.0
16337,14093.0,660700.0,0.343257576,1.0,0.0,
4696,10881.0,453900.0,0.413333333,1.0,1.0,1.0
7271,11569.0,527800.0,0.8,1.0,1.0,1.0
5571,10879.0,298900.0,0.0,0.0,0.0,1.0
19451,17341.0,241100.0,0.447679731,1.0,0.0,
15977,13705.0,471400.0,0.0,0.0,1.0,
12083,11674.0,669800.0,0.47,1.0,0.0,1.0
5621,10832.0,463400.0,0.0,0.0,0.0,1.0
15815,13537.0,497600.0,0.0,0.0,1.0,
10520,12208.0,383800.0,0.4,1.0,1.0,1.0
12897,11715.0,333500.0,0.416666667,1.0,1.0,1.0
5700,10644.0,356900.0,0.8,1.0,0.0,1.0
13875,10748.0,571200.0,0.0,0.0,1.0,1.0
17255,10224.0,289800.0,0.512513228,1.0,0.0,
6928,11699.0,604400.0,0.0,0.0,0.0,1.0
4576,10574.0,239500.0,0.0,0.0,0.0,1.0
8407,11159.0,479100.0,0.433333333,-1.0,0.0,1.0
16425,13786.0,753200.0,0.0,0.0,0.0,
19830,18127.0,506700.0,0.377272727,1.0,1.0,
1270,10598.0,335100.0,1.0,-1.0,1.0,1.0
12984,12057.0,524700.0,0.448571429,1.0,0.0,1.0
2353,15732.0,394000.0,0.3,1.0,1.0,1.0
8777,10971.0,684100.0,0.442486085,1.0,1.0,1.0
9685,11884.0,447900.0,0.0,0.0,0.0,1.0
1385,10218.0,226400.0,0.0,0.0,0.0,1.0
16590,14515.0,929600.0,0.0,0.0,0.0,
9068,10850.0,519200.0,0.2,0.0,1.0,1.0
5884,12086.0,720900.0,0.25,0.0,1.0,1.0
13374,10762.0,767900.0,0.528205128,-1.0,1.0,1.0
298,10847.0,282700.0,0.0,0.0,1.0,1.0
