,New_feature,Volume,Subjectivity,Sentiment,NIFTY50,NIFTY50_train_pred
18109,16792.0,241000.0,0.0,0.0,1.0,
10640,12125.0,565100.0,0.0,0.0,1.0,1.0
9774,11954.0,789300.0,0.35,1.0,1.0,1.0
11546,11834.0,461000.0,0.0,0.0,0.0,1.0
6137,10888.0,180900.0,0.516666667,1.0,1.0,1.0
775,10055.0,262600.0,0.05,-1.0,1.0,1.0
15595,11389.0,447700.0,0.1,0.0,0.0,
1633,10565.0,0.0,0.0,0.0,0.0,1.0
10544,11679.0,379600.0,0.0,0.0,1.0,1.0
14803,11336.0,560300.0,0.0,0.0,1.0,
10599,10888.0,180900.0,0.0,0.0,1.0,1.0
14979,11886.0,453600.0,0.4,1.0,1.0,
8693,11035.0,444700.0,0.0,0.0,0.0,1.0
2753,11119.0,205800.0,0.1,0.0,1.0,1.0
12800,9183.0,763500.0,0.208333333,1.0,1.0,1.0
19006,16332.0,280200.0,0.1,0.0,1.0,
19571,17565.0,295200.0,0.29384663,1.0,0.0,
14847,11244.0,728900.0,0.25,1.0,1.0,
10997,12211.0,593200.0,0.0,0.0,1.0,1.0
19360,16275.0,320100.0,0.5,0.0,1.0,
10243,10964.0,412500.0,0.0,0.0,0.0,1.0
9243,10999.0,499900.0,0.125,0.0,0.0,1.0
599,10536.0,250400.0,0.0,0.0,0.0,1.0
4575,10574.0,239500.0,0.513333333,1.0,0.0,1.0
19653,17883.0,295700.0,0.35,-1.0,1.0,
4007,10318.0,357500.0,0.0,0.0,0.0,1.0
4672,10833.0,691300.0,0.509504132,1.0,1.0,1.0
10216,13739.0,519400.0,0.413333333,1.0,1.0,1.0
19247,16855.0,283500.0,0.235555556,1.0,1.0,
13863,11192.0,600400.0,0.3,0.0,1.0,1.0
4697,10881.0,453900.0,0.0,0.0,1.0,1.0
13691,11173.0,621600.0,0.0,0.0,1.0,1.0
16267,14447.0,546100.0,0.6,-1.0,1.0,
6247,9475.0,846400.0,0.0,0.0,0.0,1.0
8695,11035.0,444700.0,0.625,1.0,0.0,1.0
18523,15732.0,394000.0,0.578571429,1.0,1.0,
11646,11883.0,560400.0,0.0,0.0,1.0,1.0
5093,10919.0,318900.0,0.0,0.0,0.0,1.0
13880,10748.0,571200.0,0.0,0.0,1.0,1.0
5818,10785.0,277700.0,0.4875,-1.0,0.0,1.0
18204,15870.0,323300.0,0.454545455,1.0,1.0,
16926,11858.0,480200.0,0.75,1.0,0.0,
1448,10771.0,203100.0,0.436363636,-1.0,1.0,1.0
18393,15778.0,360300.0,0.481818182,1.0,0.0,
13934,9998.0,715500.0,0.0,0.0,1.0,1.0
12521,9311.0,704600.0,0.0,0.0,0.0,1.0
13952,9764.0,796300.0,0.631428571,1.0,1.0,1.0
16357,14356.0,618600.0,0.0,0.0,0.0,
7340,11450.0,0.0,0.122619048,1.0,1.0,1.0
7065,15771.0,287500.0,0.45,-1.0,0.0,1.0
6029,10842.0,385900.0,0.0,0.0,1.0,1.0
2840,11301.0,278800.0,0.77,1.0,1.0,1.0
15933,13381.0,696200.0,0.0,0.0,1.0,
3762,11295.0,413200.0,0.0,0.0,0.0,1.0
3221,11565.0,218800.0,0.0,0.0,0.0,1.0
15230,10951.0,222300.0,0.666666667,0.0,1.0,
3525,11418.0,201400.0,0.383333333,1.0,0.0,1.0
6625,11033.0,326600.0,0.1,-1.0,1.0,1.0
5976,10766.0,279600.0,1.0,1.0,1.0,1.0
16375,14093.0,660700.0,0.8,1.0,0.0,
2591,10975.0,210500.0,0.4,-1.0,0.0,1.0
4708,11936.0,458300.0,0.3,0.0,0.0,1.0
14016,11226.0,634000.0,0.391865079,1.0,1.0,1.0
13860,11136.0,667600.0,0.46348704,1.0,1.0,1.0
5254,10736.0,286200.0,0.541071429,1.0,0.0,1.0
10057,12084.0,584200.0,0.0,0.0,1.0,1.0
13901,11193.0,452600.0,0.530876981,1.0,1.0,1.0
14687,10972.0,559600.0,0.0,0.0,1.0,
8675,11083.0,369500.0,0.3125,1.0,1.0,1.0
6837,11800.0,339700.0,0.3,1.0,0.0,1.0
20409,17467.0,255900.0,0.0,0.0,1.0,
9076,10903.0,482000.0,0.625,1.0,0.0,1.0
18979,15707.0,298300.0,0.0,0.0,1.0,
15619,11662.0,568400.0,0.571428571,1.0,1.0,
10535,15815.0,322200.0,0.225,1.0,1.0,1.0
2467,10746.0,192100.0,0.0,0.0,1.0,1.0
10951,10807.0,415000.0,0.0,0.0,0.0,1.0
16840,14009.0,870500.0,0.09375,0.0,1.0,
16279,14591.0,623100.0,0.611111111,-1.0,1.0,
4496,10598.0,384500.0,0.7,1.0,0.0,1.0
17913,10740.0,252700.0,0.0,0.0,1.0,
9240,17203.0,320800.0,0.2,-1.0,0.0,1.0
14500,11496.0,506700.0,0.0,0.0,1.0,
12919,10113.0,987100.0,0.5,0.0,1.0,1.0
18885,15665.0,410200.0,0.9,1.0,1.0,
11519,15430.0,468100.0,0.467857143,1.0,1.0,1.0
7265,11784.0,381000.0,1.0,-1.0,0.0,1.0
4621,10574.0,239500.0,0.458333333,1.0,0.0,1.0
17682,14693.0,475300.0,0.238636364,1.0,1.0,
501,10448.0,210600.0,0.375,1.0,1.0,1.0
15236,11546.0,607100.0,0.133333333,-1.0,1.0,
11316,12189.0,501200.0,0.0,0.0,0.0,1.0
16158,14515.0,929600.0,0.05,0.0,0.0,
1047,10465.0,195000.0,0.0,0.0,1.0,1.0
6357,11415.0,463700.0,0.3,1.0,1.0,1.0
9253,10999.0,499900.0,0.75,1.0,0.0,1.0
13441,10093.0,632400.0,0.0,0.0,0.0,1.0
13628,11164.0,765100.0,0.5,1.0,0.0,1.0
16140,13786.0,753200.0,0.0,0.0,0.0,
14404,11401.0,679400.0,0.5,1.0,1.0,1.0
13439,10093.0,632400.0,0.0,0.0,0.0,1.0
3142,11529.0,232600.0,0.071428571,-1.0,1.0,1.0
14174,11446.0,532900.0,0.375,0.0,1.0,1.0
12968,10093.0,632400.0,1.0,0.0,0.0,1.0
12190,9064.0,879100.0,0.125,0.0,0.0,1.0
17234,14741.0,594500.0,0.3,0.0,1.0,
778,11260.0,797700.0,0.0,0.0,0.0,1.0
10810,12344.0,616300.0,0.36,1.0,1.0,1.0
10745,11619.0,349000.0,0.454545455,1.0,1.0,1.0
15548,12925.0,549800.0,0.374285714,-1.0,1.0,
4027,10320.0,297300.0,0.0,0.0,0.0,1.0
9462,17137.0,295500.0,0.0,0.0,0.0,1.0
9632,11656.0,464000.0,0.4,1.0,1.0,1.0
14836,11877.0,611100.0,0.503068182,1.0,1.0,
13819,10604.0,525200.0,0.0,0.0,1.0,1.0
10850,12344.0,616300.0,0.0,0.0,1.0,1.0
10616,12027.0,771300.0,0.193181818,1.0,0.0,1.0
14058,11226.0,634000.0,0.566666667,1.0,1.0,1.0
20453,17176.0,356300.0,0.0,0.0,0.0,
6113,10844.0,381100.0,0.1,0.0,0.0,1.0
9375,11526.0,337600.0,0.0,0.0,0.0,1.0
2985,14500.0,481000.0,0.0,1.0,1.0,1.0
16611,17288.0,279900.0,0.4,1.0,0.0,
18584,14748.0,643800.0,0.3,-1.0,1.0,
11774,13549.0,558400.0,0.0,0.0,1.0,1.0
5918,10727.0,521900.0,0.388888889,1.0,0.0,1.0
15184,11663.0,555000.0,0.0,0.0,0.0,
11879,11679.0,464800.0,0.0,0.0,1.0,1.0
9247,10999.0,499900.0,0.070833333,-1.0,0.0,1.0
10594,12193.0,304100.0,0.0,0.0,1.0,1.0
9204,11593.0,651700.0,0.0,0.0,0.0,1.0
6034,10783.0,396800.0,0.52,1.0,1.0,1.0
566,10640.0,240100.0,0.0,0.0,1.0,1.0
4126,10230.0,351400.0,0.833333333,1.0,1.0,1.0
5927,10637.0,291500.0,0.35,-1.0,0.0,1.0
841,10640.0,240100.0,0.0,0.0,1.0,1.0
3893,11502.0,286700.0,0.75,1.0,1.0,1.0
9931,12002.0,646700.0,0.511111111,1.0,1.0,1.0
15090,11942.0,502300.0,0.0,0.0,1.0,
7672,11754.0,295500.0,0.0,0.0,0.0,1.0
15917,13531.0,458700.0,0.0,0.0,1.0,
8687,11035.0,444700.0,0.427272727,1.0,0.0,1.0
2669,10974.0,215400.0,0.4375,1.0,0.0,1.0
15879,17068.0,197000.0,0.725,1.0,1.0,
9416,11254.0,562000.0,0.0,0.0,0.0,1.0
4100,10155.0,302600.0,0.2,-1.0,0.0,1.0
766,16332.0,280200.0,0.0,0.0,1.0,1.0
1442,10405.0,251700.0,0.213095238,1.0,0.0,1.0
12798,9183.0,763500.0,0.467857143,1.0,1.0,1.0
20174,11936.0,458300.0,0.35,1.0,0.0,
3877,10398.0,0.0,0.25,1.0,0.0,1.0
15683,11841.0,608800.0,0.49047619,1.0,1.0,
19206,10274.0,375000.0,0.0,0.0,1.0,
16552,15125.0,500100.0,0.45,1.0,1.0,
4878,10219.0,483500.0,0.75,1.0,0.0,1.0
17860,15057.0,569100.0,0.3,0.0,0.0,
2623,10972.0,210600.0,0.0,0.0,1.0,1.0
15000,11886.0,453600.0,0.399409618,1.0,1.0,
18975,13549.0,558400.0,0.75,0.0,1.0,
14118,11320.0,791600.0,0.396666667,1.0,0.0,1.0
6740,11677.0,290000.0,0.0,0.0,0.0,1.0
10339,12058.0,597700.0,0.476413832,1.0,1.0,1.0
3029,10313.0,456200.0,0.0,0.0,0.0,1.0
16256,10224.0,289800.0,0.0,0.0,0.0,
4110,13917.0,439600.0,0.1,1.0,1.0,1.0
1299,10677.0,0.0,0.0,0.0,1.0,1.0
20237,17923.0,375800.0,0.0,0.0,1.0,
6368,11533.0,366300.0,0.524242424,1.0,0.0,1.0
2024,11884.0,447900.0,0.0,0.0,0.0,1.0
17921,15202.0,579800.0,0.0,0.0,1.0,
16809,14701.0,1103600.0,0.37,1.0,0.0,
7403,11883.0,318100.0,0.4625,1.0,0.0,1.0
9461,12325.0,491600.0,0.0,0.0,0.0,1.0
2688,11052.0,229100.0,0.460016835,1.0,1.0,1.0
18476,14591.0,455900.0,0.2,1.0,0.0,
16600,15292.0,456000.0,0.458333333,1.0,0.0,
7816,11811.0,327900.0,0.2,1.0,1.0,1.0
1026,10486.0,213100.0,0.0,0.0,0.0,1.0
15997,13846.0,403600.0,0.0,0.0,1.0,
9480,11522.0,797600.0,0.808333333,1.0,1.0,1.0
8682,10969.0,557900.0,0.9,1.0,0.0,1.0
14707,11249.0,498300.0,0.158333333,-1.0,0.0,
13542,15931.0,276300.0,0.475,1.0,0.0,1.0
18486,14591.0,455900.0,0.411904762,1.0,0.0,
20063,17758.0,336500.0,0.2,1.0,0.0,
9616,11601.0,664200.0,0.0,0.0,1.0,1.0
9732,11726.0,305500.0,0.75,1.0,1.0,1.0
3504,11478.0,276600.0,0.0,0.0,1.0,1.0
2499,11027.0,248300.0,0.7,1.0,1.0,1.0
15584,12925.0,549800.0,0.0,0.0,1.0,
12202,17934.0,295700.0,0.0,0.0,0.0,1.0
2425,10839.0,183600.0,0.333333333,1.0,1.0,1.0
11194,10600.0,0.0,0.0,0.0,1.0,1.0
17826,14835.0,546400.0,0.75,-1.0,1.0,
2735,11052.0,229100.0,0.125,0.0,1.0,1.0
81,10636.0,205000.0,0.35,1.0,0.0,1.0
4227,10224.0,289800.0,1.0,0.0,0.0,1.0
4254,10529.0,301900.0,0.4375,-1.0,1.0,1.0
3816,10313.0,456200.0,0.0,0.0,0.0,1.0
10994,12211.0,593200.0,0.366666667,1.0,1.0,1.0
8179,11679.0,464800.0,0.266666667,1.0,1.0,1.0
19506,17656.0,508300.0,0.216666667,1.0,0.0,
1360,10682.0,168400.0,0.5,1.0,1.0,1.0
16748,14829.0,609900.0,0.5,1.0,0.0,
9937,12002.0,646700.0,0.0,0.0,1.0,1.0
17969,15268.0,384000.0,0.05,0.0,1.0,
2164,10753.0,193500.0,0.54,1.0,1.0,1.0
880,10331.0,222900.0,1.0,1.0,0.0,1.0
1580,10725.0,214100.0,0.166666667,0.0,0.0,1.0
7604,11860.0,390300.0,0.0,0.0,0.0,1.0
1511,10807.0,171400.0,0.3,1.0,1.0,1.0
18282,15815.0,322200.0,0.450757576,1.0,1.0,
19639,17879.0,360100.0,0.0,0.0,1.0,
18101,15743.0,378200.0,0.071428571,-1.0,1.0,
4120,10230.0,351400.0,0.388888889,-1.0,1.0,1.0
15023,11886.0,453600.0,0.75,1.0,1.0,
1847,10278.0,236800.0,0.0,0.0,0.0,1.0
7869,11841.0,608800.0,0.0,0.0,1.0,1.0
4581,10626.0,300900.0,0.460016835,1.0,0.0,1.0
6994,11692.0,365800.0,0.184848485,1.0,1.0,1.0
10884,12346.0,502100.0,0.1,0.0,0.0,1.0
20180,17891.0,324100.0,0.125,0.0,1.0,
13854,10113.0,987100.0,0.5,1.0,1.0,1.0
5292,11518.0,527700.0,0.0,0.0,1.0,1.0
12621,9475.0,846400.0,0.5,1.0,0.0,1.0
11792,11042.0,284600.0,0.366666667,1.0,1.0,1.0
9510,11620.0,853400.0,0.483333333,1.0,1.0,1.0
3619,11275.0,250600.0,0.75,1.0,0.0,1.0
2110,10747.0,224500.0,0.503472222,1.0,0.0,1.0
7804,11712.0,277600.0,0.513333333,1.0,0.0,1.0
20750,11847.0,608900.0,1.0,0.0,0.0,
6062,10842.0,385900.0,0.75,1.0,1.0,1.0
5336,11074.0,536700.0,0.333333333,-1.0,1.0,1.0
20125,17158.0,242400.0,0.454545455,1.0,1.0,
19013,16332.0,280200.0,0.0,0.0,1.0,
4193,10156.0,364400.0,0.5,1.0,1.0,1.0
11661,12036.0,758000.0,0.0,0.0,1.0,1.0
19689,17135.0,301900.0,0.0,0.0,1.0,
14960,11847.0,608900.0,0.5,1.0,0.0,
637,10251.0,186500.0,0.533333333,1.0,0.0,1.0
9015,11004.0,434500.0,0.525,1.0,0.0,1.0
3222,10766.0,642600.0,0.5,1.0,0.0,1.0
16152,14515.0,929600.0,0.0,0.0,0.0,
6312,14746.0,463900.0,0.0,0.0,0.0,1.0
14688,10972.0,559600.0,0.263888889,-1.0,1.0,
11148,12236.0,428800.0,0.0,0.0,1.0,1.0
1194,10582.0,194200.0,0.3125,1.0,1.0,1.0
45,10727.0,173800.0,0.65,1.0,1.0,1.0
15719,11469.0,320300.0,0.0,0.0,1.0,
977,10363.0,216400.0,0.0,0.0,0.0,1.0
14265,11631.0,807000.0,0.5,1.0,1.0,1.0
6817,11658.0,260400.0,0.393333333,1.0,0.0,1.0
14728,11249.0,498300.0,0.727272727,1.0,0.0,
2966,10839.0,183600.0,0.1,0.0,1.0,1.0
5591,10921.0,300800.0,1.0,-1.0,0.0,1.0
12426,11260.0,797700.0,0.0,0.0,0.0,1.0
9873,10975.0,210500.0,0.0,0.0,0.0,1.0
10940,12189.0,400.0,0.46348704,1.0,0.0,1.0
4528,10694.0,295200.0,0.429166667,1.0,0.0,1.0
9665,11884.0,855300.0,0.35,1.0,1.0,1.0
19257,16658.0,217400.0,0.325,-1.0,1.0,
1977,10363.0,216400.0,0.0,0.0,0.0,1.0
5134,10661.0,263700.0,0.0,0.0,1.0,1.0
17003,11285.0,553700.0,0.5,0.0,0.0,
14677,11176.0,472800.0,0.5,1.0,1.0,
20497,11565.0,218800.0,0.454545455,1.0,0.0,
18129,14855.0,504100.0,0.0,0.0,0.0,
6920,10278.0,236800.0,0.475,1.0,0.0,1.0
17493,14300.0,524600.0,0.791666667,1.0,1.0,
18836,15774.0,401600.0,0.033333333,0.0,1.0,
10828,13065.0,583600.0,0.75,1.0,1.0,1.0
16675,15171.0,770600.0,0.0,0.0,0.0,
12734,9105.0,631500.0,0.0,0.0,1.0,1.0
17510,14350.0,498100.0,0.0,0.0,0.0,
10358,12058.0,597700.0,1.0,0.0,1.0,1.0
1753,10671.0,232600.0,0.0,0.0,1.0,1.0
17754,14464.0,650200.0,0.25,1.0,0.0,
12218,9064.0,879100.0,0.25,-1.0,0.0,1.0
433,10533.0,229200.0,0.0,0.0,0.0,1.0
5180,10661.0,263700.0,0.641666667,1.0,1.0,1.0
7631,17057.0,231700.0,0.283333333,-1.0,0.0,1.0
1834,10655.0,186500.0,0.1,1.0,1.0,1.0
9728,11932.0,603400.0,0.35,-1.0,1.0,1.0
13114,9898.0,685400.0,0.0,0.0,0.0,1.0
10383,12204.0,518900.0,0.1,1.0,1.0,1.0
37,10544.0,180900.0,0.5,1.0,0.0,1.0
8800,11100.0,685600.0,0.294444444,-1.0,1.0,1.0
20316,17822.0,278400.0,0.0,0.0,0.0,
6233,10901.0,286000.0,1.0,1.0,1.0,1.0
3993,10566.0,265200.0,0.4,-1.0,1.0,1.0
14628,10905.0,706100.0,0.35,-1.0,0.0,
714,10266.0,328500.0,0.0,0.0,0.0,1.0
560,10640.0,240100.0,0.3,0.0,1.0,1.0
16852,11336.0,560300.0,0.0,0.0,1.0,
17566,9358.0,614500.0,0.303333333,1.0,1.0,
2338,10620.0,352300.0,0.0,0.0,0.0,1.0
19562,11081.0,228000.0,0.566666667,1.0,0.0,
8863,10810.0,508800.0,0.519047619,-1.0,0.0,1.0
11623,11674.0,669800.0,0.088888889,1.0,0.0,1.0
9105,10850.0,519200.0,0.125,-1.0,1.0,1.0
12167,13217.0,640500.0,0.75,0.0,1.0,1.0
8791,11015.0,625700.0,0.4,-1.0,1.0,1.0
17006,17323.0,292500.0,0.0,0.0,0.0,
20205,17991.0,261400.0,0.1,1.0,1.0,
10557,12208.0,383800.0,0.54,1.0,1.0,1.0
11114,12086.0,538100.0,0.263888889,-1.0,0.0,1.0
14477,15095.0,671200.0,0.0,0.0,1.0,
8361,11269.0,391300.0,0.0,0.0,1.0,1.0
7463,11909.0,421200.0,0.666666667,0.0,1.0,1.0
18354,15835.0,314600.0,0.534287604,1.0,1.0,
8463,11883.0,363200.0,0.508333333,1.0,1.0,1.0
15552,12991.0,679000.0,0.3375,1.0,0.0,
3752,11025.0,405700.0,0.066666667,0.0,0.0,1.0
1599,10565.0,0.0,0.0,0.0,0.0,1.0
16338,14093.0,660700.0,0.0,0.0,0.0,
4503,10739.0,272100.0,0.608333333,1.0,1.0,1.0
19841,11193.0,452600.0,0.252083333,1.0,1.0,
10877,12346.0,502100.0,0.45988456,1.0,0.0,1.0
9448,11346.0,587600.0,0.2625,-1.0,0.0,1.0
14365,11193.0,452600.0,0.0,0.0,1.0,1.0
6036,10783.0,396800.0,0.9,1.0,1.0,1.0
17972,15268.0,384000.0,0.0,0.0,1.0,
4314,10179.0,225700.0,0.0,0.0,1.0,1.0
3009,11367.0,246900.0,0.416666667,1.0,1.0,1.0
20599,18056.0,270200.0,0.3375,-1.0,1.0,
8313,11295.0,413200.0,0.410909091,1.0,0.0,1.0
1692,10572.0,260800.0,0.466666667,1.0,1.0,1.0
626,10553.0,232200.0,0.5,0.0,0.0,1.0
7554,11297.0,387300.0,0.0,0.0,0.0,1.0
5858,12091.0,804400.0,0.0,0.0,0.0,1.0
1743,10850.0,519200.0,0.0,0.0,1.0,1.0
15422,12680.0,513900.0,0.0,0.0,0.0,
17709,14932.0,522000.0,0.66875,1.0,0.0,
14935,11736.0,555800.0,0.0,0.0,1.0,
2832,11325.0,256500.0,0.0,0.0,1.0,1.0
18312,15635.0,351500.0,0.15,1.0,1.0,
15652,11844.0,667300.0,0.277272727,1.0,1.0,
20549,17751.0,395800.0,0.222222222,1.0,1.0,
11621,10938.0,288800.0,0.166666667,-1.0,1.0,1.0
18874,16035.0,341300.0,0.0,0.0,1.0,
14657,10905.0,706100.0,0.614242424,-1.0,0.0,
10567,12203.0,426900.0,0.475,1.0,0.0,1.0
17911,15239.0,441500.0,0.535714286,1.0,1.0,
7970,11888.0,530700.0,0.351428571,1.0,1.0,1.0
8058,11565.0,317300.0,0.57049062,-1.0,0.0,1.0
3417,11400.0,226400.0,0.383333333,1.0,1.0,1.0
15073,11839.0,519800.0,0.0,0.0,0.0,
11004,11168.0,714900.0,0.0,0.0,0.0,1.0
14451,11483.0,642300.0,0.0,0.0,0.0,
907,10251.0,186500.0,0.428571429,1.0,0.0,1.0
9290,10678.0,202100.0,0.0,0.0,1.0,1.0
18844,15871.0,244800.0,0.0,0.0,1.0,
761,10177.0,892100.0,0.0,0.0,1.0,1.0
3121,11456.0,234700.0,0.8,1.0,1.0,1.0
987,10867.0,322100.0,0.575,1.0,1.0,1.0
12566,12085.0,632500.0,0.538888889,1.0,1.0,1.0
14027,11252.0,645100.0,0.0,0.0,0.0,1.0
13869,10748.0,571200.0,0.5225,1.0,1.0,1.0
14162,11936.0,458300.0,0.0,0.0,0.0,1.0
13038,11777.0,374600.0,0.342272727,1.0,1.0,1.0
18318,11729.0,452100.0,0.0,0.0,1.0,
15303,12425.0,553400.0,0.430687831,1.0,1.0,
10364,12125.0,499600.0,0.875,1.0,1.0,1.0
296,15900.0,284900.0,0.0,0.0,1.0,1.0
15141,11829.0,616300.0,0.0,0.0,1.0,
1787,10664.0,225800.0,0.485,-1.0,0.0,1.0
4395,10517.0,254600.0,0.54,1.0,1.0,1.0
2261,10792.0,229600.0,0.033333333,0.0,0.0,1.0
5331,10783.0,396800.0,0.1,0.0,1.0,1.0
5882,12086.0,720900.0,0.0,0.0,1.0,1.0
16156,14515.0,929600.0,0.0,0.0,0.0,
9555,11601.0,664200.0,0.0,0.0,1.0,1.0
14845,11244.0,728900.0,0.0,0.0,1.0,
14196,11483.0,638200.0,0.0,0.0,1.0,1.0
14377,10762.0,767900.0,0.0,0.0,1.0,1.0
10001,12000.0,534300.0,0.723636364,1.0,1.0,1.0
5761,17341.0,241500.0,0.333333333,1.0,1.0,1.0
5797,10790.0,269400.0,0.75,0.0,0.0,1.0
8773,10971.0,684100.0,0.0,0.0,1.0,1.0
11511,17013.0,348900.0,0.283333333,0.0,1.0,1.0
16416,14013.0,358100.0,0.5,1.0,1.0,
8017,11416.0,372800.0,0.0,0.0,0.0,1.0
18316,11803.0,569000.0,0.0,0.0,0.0,
3579,11275.0,250600.0,0.215178571,1.0,0.0,1.0
16115,15761.0,262400.0,0.166666667,1.0,0.0,
7438,11883.0,318100.0,0.071428571,-1.0,0.0,1.0
15076,11839.0,519800.0,0.0,0.0,0.0,
16807,14806.0,403800.0,0.0,0.0,1.0,
7344,11803.0,569000.0,1.0,1.0,0.0,1.0
2651,10987.0,187300.0,0.507792208,1.0,1.0,1.0
2589,10834.0,310700.0,0.0,0.0,1.0,1.0
8935,11110.0,538100.0,0.45,1.0,0.0,1.0
6607,10882.0,318300.0,0.5,-1.0,1.0,1.0
3163,11592.0,248500.0,0.5,-1.0,1.0,1.0
3185,11565.0,218800.0,0.333333333,1.0,0.0,1.0
12616,11176.0,472800.0,0.5,1.0,1.0,1.0
2380,10762.0,220500.0,0.440277778,1.0,1.0,1.0
4816,10602.0,31200.0,0.0,0.0,0.0,1.0
16010,17785.0,398000.0,0.8,1.0,0.0,
5720,10759.0,604800.0,0.75,1.0,1.0,1.0
13413,10135.0,754200.0,0.0,0.0,1.0,1.0
20116,17929.0,296400.0,0.466666667,1.0,1.0,
5420,11884.0,855300.0,0.0,0.0,1.0,1.0
9164,11593.0,651700.0,0.28,1.0,0.0,1.0
10746,17115.0,254100.0,0.45,1.0,0.0,1.0
9447,11346.0,587600.0,0.0,0.0,0.0,1.0
19956,18343.0,371300.0,0.0,0.0,0.0,
15907,13494.0,687300.0,0.0,0.0,0.0,
11577,11247.0,680800.0,0.55,1.0,0.0,1.0
20235,17923.0,375800.0,1.0,1.0,1.0,
15040,14500.0,481000.0,0.0,0.0,1.0,
13394,11355.0,572200.0,0.0,0.0,1.0,1.0
9010,11936.0,599100.0,0.4,-1.0,1.0,1.0
13994,11252.0,645100.0,0.0,0.0,0.0,1.0
9360,11254.0,562000.0,0.0,0.0,0.0,1.0
10658,12072.0,447800.0,0.235555556,1.0,1.0,1.0
16989,14943.0,467500.0,0.322222222,1.0,0.0,
5385,10804.0,260800.0,0.0,0.0,0.0,1.0
1881,10757.0,220900.0,0.05,0.0,1.0,1.0
1615,10633.0,223000.0,0.1,1.0,0.0,1.0
5857,12091.0,804400.0,0.4875,1.0,0.0,1.0
17570,9358.0,614500.0,0.283333333,1.0,1.0,
19420,10723.0,424500.0,0.0,0.0,1.0,
12036,8540.0,712700.0,0.477633478,1.0,1.0,1.0
2017,11884.0,447900.0,0.418181818,-1.0,0.0,1.0
14474,11249.0,498300.0,0.25,-1.0,0.0,
19988,18141.0,418700.0,0.0,0.0,1.0,
5784,11947.0,438900.0,0.0,0.0,0.0,1.0
604,10536.0,250400.0,0.166666667,1.0,0.0,1.0
5342,11074.0,536700.0,0.5,1.0,1.0,1.0
9849,11879.0,659000.0,0.5,1.0,0.0,1.0
14350,11336.0,560300.0,0.066666667,0.0,1.0,1.0
7043,11063.0,321200.0,0.0,0.0,0.0,1.0
10955,12189.0,400.0,0.0,0.0,0.0,1.0
244,11067.0,330300.0,0.6,1.0,0.0,1.0
13137,9977.0,622900.0,0.0,0.0,1.0,1.0
19117,13383.0,543200.0,0.0,0.0,1.0,
8329,11262.0,522700.0,0.0,0.0,1.0,1.0
6833,16519.0,275600.0,0.642857143,1.0,1.0,1.0
10960,12325.0,491600.0,0.0,0.0,0.0,1.0
12077,8213.0,697000.0,0.2,0.0,0.0,1.0
19725,16285.0,418200.0,0.333333333,1.0,1.0,
20076,10744.0,229700.0,0.541666667,-1.0,1.0,
4843,10398.0,0.0,0.066666667,0.0,0.0,1.0
19248,16855.0,283500.0,0.4,1.0,1.0,
5357,10982.0,628200.0,0.0,0.0,1.0,1.0
5215,8792.0,801500.0,0.5,0.0,1.0,1.0
14722,11176.0,472800.0,0.642857143,1.0,1.0,
19306,17158.0,242400.0,0.54,1.0,1.0,
17065,14830.0,100.0,0.0,0.0,0.0,
16521,15148.0,713300.0,0.966666667,1.0,0.0,
1187,10582.0,194200.0,0.9,-1.0,1.0,1.0
3965,10507.0,381300.0,0.1,1.0,1.0,1.0
3878,10398.0,0.0,0.571428571,1.0,0.0,1.0
180,10740.0,252700.0,0.15,1.0,1.0,1.0
17482,14746.0,463900.0,0.0,0.0,0.0,
10489,12249.0,604800.0,0.0,0.0,0.0,1.0
4806,15339.0,648500.0,0.0,0.0,0.0,1.0
7467,11909.0,421200.0,0.0,-1.0,1.0,1.0
12536,12182.0,411700.0,0.0,0.0,0.0,1.0
5987,10921.0,268100.0,0.3875,-1.0,0.0,1.0
1802,10664.0,225800.0,0.2,1.0,0.0,1.0
13943,11290.0,609900.0,0.0,0.0,1.0,1.0
9525,11522.0,797600.0,0.0,0.0,1.0,1.0
20124,17158.0,242400.0,0.0,0.0,1.0,
6068,10844.0,381100.0,0.0,0.0,0.0,1.0
15824,13725.0,416000.0,0.0,0.0,1.0,
8252,11359.0,516000.0,0.0,0.0,0.0,1.0
20178,17891.0,324100.0,0.35,0.0,1.0,
2804,11152.0,365400.0,0.0,0.0,1.0,1.0
17837,15057.0,569100.0,0.0,0.0,0.0,
11876,8522.0,1071500.0,0.775,1.0,1.0,1.0
2925,10757.0,220900.0,0.491428571,1.0,1.0,1.0
18594,15792.0,246700.0,0.0,0.0,0.0,
7772,10620.0,352300.0,0.491025,1.0,0.0,1.0
19441,17491.0,237200.0,0.05,0.0,0.0,
19747,17388.0,228000.0,0.6875,-1.0,1.0,
1246,10583.0,189200.0,1.0,1.0,0.0,1.0
17867,15084.0,572900.0,1.0,0.0,1.0,
4550,10626.0,300900.0,0.0,0.0,0.0,1.0
4061,10320.0,297300.0,0.45,1.0,0.0,1.0
5960,10637.0,291500.0,0.460016835,1.0,0.0,1.0
3242,11648.0,199500.0,0.2,1.0,1.0,1.0
109,10955.0,478100.0,0.125,0.0,0.0,1.0
18460,15538.0,428600.0,0.5,1.0,1.0,
13882,11193.0,452600.0,0.7,-1.0,1.0,1.0
18193,15809.0,340200.0,0.0,0.0,0.0,
