Date,Open,High,Low,Adjusted Close,Volume,Subjectivity,Polarity,Sentiment,NIFTY50,NIFTY BANK,NIFTY INFRA,NIFTY AUTO,NIFTYMEDIA,NIFTY IT
05-01-2018,10705.75,10759,10704.59961,10739.34961,173800,0.30952381,0.121428571,1,1,1,1,1,1,1
05-01-2018,10651.65039,10719.79981,10647.54981,10692.29981,0,0.65,0.35,1,1,1,1,1,1,1
05-01-2018,10705.75,10759,10704.59961,10739.34961,173800,0.5,-0.3,-1,1,1,1,1,1,1
05-01-2018,10705.75,10759,10704.59961,10739.34961,173800,0.55,0.183333333,1,1,1,1,1,1,1
05-01-2018,10705.75,10759,10704.59961,10739.34961,173800,0,0,0,1,1,1,1,1,1
05-01-2018,10705.75,10759,10704.59961,10739.34961,173800,0,0,0,1,1,1,1,1,1
05-01-2018,10705.75,10759,10704.59961,10739.34961,173800,0,0,0,1,1,1,1,1,1
05-01-2018,10705.75,10759,10704.59961,10739.34961,173800,0,0,0,1,1,1,1,1,1
08-01-2018,10591.7002,10631.2002,10588.54981,10623.59961,169000,0.366666667,0.066666667,1,0,1,0,1,0,1
08-01-2018,10591.7002,10631.2002,10588.54981,10623.59961,169000,0.570454545,0.22775974,1,0,1,0,1,0,1
08-01-2018,10591.7002,10631.2002,10588.54981,10623.59961,169000,0,0,0,0,1,0,1,0,1
08-01-2018,10591.7002,10631.2002,10588.54981,10623.59961,169000,0.413333333,0.206666667,1,0,1,0,1,0,1
08-01-2018,10591.7002,10631.2002,10588.54981,10623.59961,169000,0.1,0.1,1,0,1,0,1,0,1
08-01-2018,10591.7002,10631.2002,10588.54981,10623.59961,169000,0.071428571,-0.035714286,-1,0,1,0,1,0,1
08-01-2018,10334.29981,10545.09961,10334,10458.40039,1218500,0.5,0.5,1,0,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0,0,0,1,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0,0,0,1,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0.53125,0.16875,1,1,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0.8,0.4,1,1,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0,0,0,1,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0.277272727,0.068181818,1,1,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0,0,0,1,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0,0,0,1,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0.5,0.333333333,1,1,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0,0,0,1,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0.2,0.2,1,1,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0,0,0,1,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0,0,0,1,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0.125,0,0,1,1,0,1,0,1
08-01-2018,11311.04981,11366,11267.75,11356.5,256500,0.5,0.3,1,1,1,0,1,0,1
08-01-2018,15291.75,15293.84961,15163.40039,15208.4502,441500,0.500008702,0.251117377,1,1,1,0,1,0,1
09-01-2018,10645.09961,10659.15039,10603.59961,10637,205000,0.35,0.095,1,0,0,0,0,0,1
09-01-2018,11675.84961,11727.65039,11640.09961,11680.5,346500,0.497272727,0.148181818,1,1,0,0,0,0,1
09-01-2018,11675.84961,11727.65039,11640.09961,11680.5,346500,0.497272727,0.148181818,1,1,0,0,0,0,1
09-01-2018,11675.84961,11727.65039,11640.09961,11680.5,346500,0.3,0,0,1,0,0,0,0,1
09-01-2018,11675.84961,11727.65039,11640.09961,11680.5,346500,0.75,0.5,1,1,0,0,0,0,1
09-01-2018,11675.84961,11727.65039,11640.09961,11680.5,346500,0.375,0.125,1,1,0,0,0,0,1
09-01-2018,11675.84961,11727.65039,11640.09961,11680.5,346500,0.455357143,0.142857143,1,1,0,0,0,0,1
09-01-2018,11675.84961,11727.65039,11640.09961,11680.5,346500,0.5,0,0,1,0,0,0,0,1
09-01-2018,11675.84961,11727.65039,11640.09961,11680.5,346500,0.5,0,0,1,0,0,0,0,1
09-01-2018,11675.84961,11727.65039,11640.09961,11680.5,346500,0.333333333,0.25,1,1,0,0,0,0,1
09-01-2018,11675.84961,11727.65039,11640.09961,11680.5,346500,0.7,-0.1,-1,1,0,0,0,0,1
09-01-2018,11675.84961,11727.65039,11640.09961,11680.5,346500,0,0,0,1,0,0,0,0,1
09-01-2018,11675.84961,11727.65039,11640.09961,11680.5,346500,0,0,0,1,0,0,0,0,1
09-01-2018,11675.84961,11727.65039,11640.09961,11680.5,346500,0.1,0.1,1,1,0,0,0,0,1
09-01-2018,11675.84961,11727.65039,11640.09961,11680.5,346500,0.033333333,0,0,1,0,0,0,0,1
10-01-2018,10652.04981,10655.5,10592.7002,10632.2002,176400,0.609722222,-0.172222222,-1,0,1,0,0,1,1
10-01-2018,10652.04981,10655.5,10592.7002,10632.2002,176400,0.5,0.25,1,0,1,0,0,1,1
10-01-2018,10652.04981,10655.5,10592.7002,10632.2002,176400,0.590238095,0.318744589,1,0,1,0,0,1,1
10-01-2018,10652.04981,10655.5,10592.7002,10632.2002,176400,0,0,0,0,1,0,0,1,1
10-01-2018,10652.04981,10655.5,10592.7002,10632.2002,176400,0.75,0,0,0,1,0,0,1,1
10-01-2018,10652.04981,10655.5,10592.7002,10632.2002,176400,0.1,0,0,0,1,0,0,1,1
10-01-2018,10652.04981,10655.5,10592.7002,10632.2002,176400,0.6,0.033333333,1,0,1,0,0,1,1
10-01-2018,10652.04981,10655.5,10592.7002,10632.2002,176400,0.95,0.65,1,0,1,0,0,1,1
10-01-2018,10652.04981,10655.5,10592.7002,10632.2002,176400,0.294047619,-0.033333333,-1,0,1,0,0,1,1
10-01-2018,17670.84961,17843.90039,17646.55078,17822.94922,320500,0,0,0,1,1,0,0,1,1
10-01-2018,13571.4502,13597.5,13472.4502,13558.15039,558400,0,0,0,1,1,0,0,1,1
10-01-2018,9968.799805,10027.7002,9951.900391,9998.049805,285700,0.363636364,0.034090909,1,0,1,0,0,1,1
10-01-2018,11657.15039,11714.34961,11573.65039,11588.34961,867600,0.477272727,0.193181818,1,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0.125,0,0,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0.125,0,0,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0.1,0.05,1,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0.552380952,0.3,1,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0,0,0,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0,0,0,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0,0,0,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0,0,0,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0.1,0.1,1,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0.761904762,0.10952381,1,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0,0,0,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0.607777778,0.253333333,1,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0.607777778,0.253333333,1,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0,0,0,0,1,0,0,1,1
10-01-2018,11008.09961,11034.09961,10850.29981,10930.4502,478100,0.3375,0.175,1,0,1,0,0,1,1
10-01-2018,10652.04981,10655.5,10592.7002,10632.2002,176400,0.430585694,0.087055455,1,0,1,0,0,1,1
11-01-2018,10637.04981,10664.59961,10612.34961,10651.2002,153800,0.5,0.2,1,1,1,0,1,1,1
11-01-2018,10637.04981,10664.59961,10612.34961,10651.2002,153800,0,0,0,1,1,0,1,1,1
11-01-2018,10637.04981,10664.59961,10612.34961,10651.2002,153800,0,0,0,1,1,0,1,1,1
11-01-2018,10637.04981,10664.59961,10612.34961,10651.2002,153800,0.477272727,0.318181818,1,1,1,0,1,1,1
11-01-2018,10637.04981,10664.59961,10612.34961,10651.2002,153800,0.733333333,0.433333333,1,1,1,0,1,1,1
11-01-2018,10209.54981,10396,10105.09961,10386.59961,375000,0.5,0,0,1,1,0,1,1,1
11-01-2018,10209.54981,10396,10105.09961,10386.59961,375000,0.5,0,0,1,1,0,1,1,1
11-01-2018,10209.54981,10396,10105.09961,10386.59961,375000,0,0,0,1,1,0,1,1,1
11-01-2018,10209.54981,10396,10105.09961,10386.59961,375000,0.522222222,0.273232323,1,1,1,0,1,1,1
11-01-2018,10209.54981,10396,10105.09961,10386.59961,375000,0.4,-0.1,-1,1,1,0,1,1,1
11-01-2018,10209.54981,10396,10105.09961,10386.59961,375000,0,0,0,1,1,0,1,1,1
11-01-2018,11412,11497.25,11410.65039,11466.4502,532900,0.388,0.152,1,1,1,0,1,1,1
11-01-2018,10209.54981,10396,10105.09961,10386.59961,375000,0.275,0.093181818,1,1,1,0,1,1,1
11-01-2018,10209.54981,10396,10105.09961,10386.59961,375000,0.275,0.093181818,1,1,1,0,1,1,1
11-01-2018,10209.54981,10396,10105.09961,10386.59961,375000,0,0,0,1,1,0,1,1,1
11-01-2018,10209.54981,10396,10105.09961,10386.59961,375000,0,0,0,1,1,0,1,1,1
11-01-2018,10209.54981,10396,10105.09961,10386.59961,375000,0,0,0,1,1,0,1,1,1
11-01-2018,10209.54981,10396,10105.09961,10386.59961,375000,0,0,0,1,1,0,1,1,1
11-01-2018,10209.54981,10396,10105.09961,10386.59961,375000,1,0,0,1,1,0,1,1,1
11-01-2018,10209.54981,10396,10105.09961,10386.59961,375000,0,0,0,1,1,0,1,1,1
12-01-2018,10682.54981,10690.40039,10597.09961,10681.25,175200,0.366666667,-0.066666667,-1,0,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0.3,0,0,1,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0.3,0,0,1,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0.459090909,0.19040404,1,1,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0.3,1,1,1,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0.535714286,0.285714286,1,1,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0.4,-0.1,-1,1,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0,0,0,1,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0,0,0,1,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0.066666667,0,0,1,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0.8,0.583333333,1,1,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0.4,0,0,1,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0,0,0,1,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0,0,0,1,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0,0,0,1,1,0,1,1,0
12-01-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0,0,0,1,1,0,1,1,0
15-01-2018,10718.5,10782.65039,10713.79981,10741.54981,175900,0.402020202,0.100206143,1,1,0,0,0,0,0
15-01-2018,10718.5,10782.65039,10713.79981,10741.54981,175900,0.071428571,-0.035714286,-1,1,0,0,0,0,0
15-01-2018,10718.5,10782.65039,10713.79981,10741.54981,175900,0,0,0,1,0,0,0,0,0
15-01-2018,10718.5,10782.65039,10713.79981,10741.54981,175900,0.3,0.1,1,1,0,0,0,0,0
15-01-2018,10718.5,10782.65039,10713.79981,10741.54981,175900,0.4,-0.2,-1,1,0,0,0,0,0
15-01-2018,10718.5,10782.65039,10713.79981,10741.54981,175900,0.28,0.086666667,1,1,0,0,0,0,0
15-01-2018,10718.5,10782.65039,10713.79981,10741.54981,175900,0.75,0.25,1,1,0,0,0,0,0
15-01-2018,11598.75,11602.54981,11496.84961,11520.29981,254800,0.5,0.083333333,1,1,0,0,0,0,0
15-01-2018,10786.04981,10786.04981,10726.25,10749.75,220500,0.25,0,0,1,0,0,0,0,0
16-01-2018,10761.5,10762.34961,10687.84961,10700.4502,211000,0,0,0,0,1,0,0,0,1
16-01-2018,10761.5,10762.34961,10687.84961,10700.4502,211000,0,0,0,0,1,0,0,0,1
16-01-2018,10930.54981,10985.15039,10928,10967.29981,312100,0.538,0.102,1,1,1,0,0,0,1
16-01-2018,11937.40039,11942.84961,11711.7002,11767.75,519800,0.5,0,0,0,1,0,0,0,1
16-01-2018,10879.7002,10910.90039,10823.79981,10831.40039,292300,0,0,0,0,1,0,0,0,1
17-01-2018,10702.4502,10803,10666.75,10788.54981,252700,0.577777778,0.169444444,1,1,1,1,1,0,1
17-01-2018,10702.4502,10803,10666.75,10788.54981,252700,0.535714286,0.285714286,1,1,1,1,1,0,1
17-01-2018,10702.4502,10803,10666.75,10788.54981,252700,0.666666667,0,0,1,1,1,1,0,1
17-01-2018,10702.4502,10803,10666.75,10788.54981,252700,0,0,0,1,1,1,1,0,1
17-01-2018,10702.4502,10803,10666.75,10788.54981,252700,0.216666667,0,0,1,1,1,1,0,1
17-01-2018,10702.4502,10803,10666.75,10788.54981,252700,0.15,0.25,1,1,1,1,1,0,1
17-01-2018,10702.4502,10803,10666.75,10788.54981,252700,0,0,0,1,1,1,1,0,1
17-01-2018,8688.900391,9131.700195,8653.900391,8748.75,896500,0.666666667,0.175,1,0,1,1,1,0,1
17-01-2018,16627.94922,16683.69922,16603.40039,16636.90039,253500,0.5,-0.083333333,-1,1,1,1,1,0,1
18-01-2018,10873.40039,10887.5,10782.40039,10817,312000,1,0,0,1,1,0,0,1,1
18-01-2018,10873.40039,10887.5,10782.40039,10817,312000,0,0,0,1,1,0,0,1,1
18-01-2018,10873.40039,10887.5,10782.40039,10817,312000,0,0,0,1,1,0,0,1,1
18-01-2018,10873.40039,10887.5,10782.40039,10817,312000,0,0,0,1,1,0,0,1,1
18-01-2018,10873.40039,10887.5,10782.40039,10817,312000,0.3,-0.2,-1,1,1,0,0,1,1
18-01-2018,10873.40039,10887.5,10782.40039,10817,312000,0,0,0,1,1,0,0,1,1
18-01-2018,10873.40039,10887.5,10782.40039,10817,312000,0.666666667,-0.333333333,-1,1,1,0,0,1,1
18-01-2018,10873.40039,10887.5,10782.40039,10817,312000,0.116666667,0,0,1,1,0,0,1,1
18-01-2018,14977.9502,15092.34961,14862.09961,14938.09961,640700,0.476190476,-0.095238095,-1,1,1,0,0,1,1
18-01-2018,14782.25,14854.5,14651.84961,14707.79981,744100,0.388888889,0.183333333,1,1,1,0,0,1,1
18-01-2018,10873.40039,10887.5,10782.40039,10817,312000,0.47871138,0.136594742,1,1,1,0,0,1,1
19-01-2018,10829.2002,10906.84961,10793.90039,10894.7002,207600,0.5,0.0625,1,1,1,1,1,1,1
19-01-2018,10829.2002,10906.84961,10793.90039,10894.7002,207600,0.55,0.35,1,1,1,1,1,1,1
19-01-2018,10829.2002,10906.84961,10793.90039,10894.7002,207600,0.333333333,0.25,1,1,1,1,1,1,1
19-01-2018,10829.2002,10906.84961,10793.90039,10894.7002,207600,0,0,0,1,1,1,1,1,1
19-01-2018,11317.4502,11361.4502,11289.79981,11312.2002,791600,0.8,0.6,1,0,1,1,1,1,1
19-01-2018,12025.65039,12028.2002,11956.90039,11968.40039,557700,0,0,0,0,1,1,1,1,1
19-01-2018,15756.5,15761.5,15450.90039,15683.34961,640800,0,0,0,0,1,1,1,1,1
22-01-2018,10883.2002,10975.09961,10881.40039,10966.2002,231600,0.166666667,0.05,1,1,1,1,1,0,1
22-01-2018,10883.2002,10975.09961,10881.40039,10966.2002,231600,0.377777778,-0.122222222,-1,1,1,1,1,0,1
22-01-2018,10883.2002,10975.09961,10881.40039,10966.2002,231600,0,0,0,1,1,1,1,0,1
22-01-2018,10883.2002,10975.09961,10881.40039,10966.2002,231600,0,0,0,1,1,1,1,0,1
22-01-2018,10883.2002,10975.09961,10881.40039,10966.2002,231600,0,0,0,1,1,1,1,0,1
22-01-2018,10883.2002,10975.09961,10881.40039,10966.2002,231600,0,0,0,1,1,1,1,0,1
22-01-2018,10883.2002,10975.09961,10881.40039,10966.2002,231600,0.5,0.5,1,1,1,1,1,0,1
22-01-2018,10883.2002,10975.09961,10881.40039,10966.2002,231600,0.535714286,0.285714286,1,1,1,1,1,0,1
22-01-2018,10883.2002,10975.09961,10881.40039,10966.2002,231600,0.188888889,-0.0625,-1,1,1,1,1,0,1
22-01-2018,10883.2002,10975.09961,10881.40039,10966.2002,231600,0.45,0.3,1,1,1,1,1,0,1
22-01-2018,10612.40039,10612.59961,10536.4502,10570.54981,189200,0.25,0.25,1,0,1,1,1,0,1
22-01-2018,17476.05078,17534.34961,17405.25,17511.30078,204500,0.276190476,-0.011904762,-1,0,1,1,1,0,1
22-01-2018,10832.90039,10833.7002,10773.54981,10808.04981,184300,0.277777778,0.144444444,1,0,1,1,1,0,1
22-01-2018,11225,11225,11087.84961,11131.79981,588100,0,0,0,0,1,1,1,0,1
23-01-2018,10997.40039,11092.90039,10994.54981,11083.7002,284600,0.625,-0.175,-1,1,1,1,1,0,1
23-01-2018,10997.40039,11092.90039,10994.54981,11083.7002,284600,0.591765873,0.040178571,1,1,1,1,1,0,1
23-01-2018,10997.40039,11092.90039,10994.54981,11083.7002,284600,0,0,0,1,1,1,1,0,1
23-01-2018,10997.40039,11092.90039,10994.54981,11083.7002,284600,0.522222222,0.264393939,1,1,1,1,1,0,1
23-01-2018,10997.40039,11092.90039,10994.54981,11083.7002,284600,0,0,0,1,1,1,1,0,1
23-01-2018,10997.40039,11092.90039,10994.54981,11083.7002,284600,0,0,0,1,1,1,1,0,1
23-01-2018,11034.04981,11145.29981,10999.40039,11118,536700,0,0,0,1,1,1,1,0,1
23-01-2018,12328.40039,12385.4502,12321.40039,12352.34961,502100,0,0,0,0,1,1,1,0,1
23-01-2018,11290.40039,11361.40039,11239.34961,11252.15039,553700,0.4,0.025,1,0,1,1,1,0,1
23-01-2018,12131.34961,12134.65039,12046.29981,12053.9502,437700,0.77,0.33,1,0,1,1,1,0,1
23-01-2018,11353.29981,11366.25,11111.4502,11178.40039,645100,0.4,-0.2,-1,0,1,1,1,0,1
23-01-2018,17890.55078,17945.59961,17688.5,17764.80078,278400,0,0,0,0,1,1,1,0,1
24-01-2018,11069.34961,11110.09961,11046.15039,11086,283400,0.475,0.275,1,1,1,0,0,0,1
24-01-2018,11069.34961,11110.09961,11046.15039,11086,283400,0.611904762,0.25952381,1,1,1,0,0,0,1
24-01-2018,11069.34961,11110.09961,11046.15039,11086,283400,0.5,0.136363636,1,1,1,0,0,0,1
24-01-2018,11069.34961,11110.09961,11046.15039,11086,283400,0,0,0,1,1,0,0,0,1
24-01-2018,11069.34961,11110.09961,11046.15039,11086,283400,0.5,0,0,1,1,0,0,0,1
24-01-2018,11069.34961,11110.09961,11046.15039,11086,283400,0.368962312,0.133915202,1,1,1,0,0,0,1
24-01-2018,11069.34961,11110.09961,11046.15039,11086,283400,0.4,0,0,1,1,0,0,0,1
24-01-2018,17201.44922,17264.05078,17146.34961,17203.94922,320800,0.1,0.3,1,0,1,0,0,0,1
24-01-2018,11751.79981,11751.79981,11567.40039,11582.34961,234400,0.625,-0.375,-1,1,1,0,0,0,1
25-01-2018,11095.59961,11095.59961,11009.2002,11069.65039,330300,0.752777778,0.466666667,1,0,1,0,0,1,0
25-01-2018,11095.59961,11095.59961,11009.2002,11069.65039,330300,0,0,0,0,1,0,0,1,0
25-01-2018,11095.59961,11095.59961,11009.2002,11069.65039,330300,0.3,1,1,0,1,0,0,1,0
25-01-2018,11095.59961,11095.59961,11009.2002,11069.65039,330300,0.1,0.1,1,0,1,0,0,1,0
25-01-2018,11095.59961,11095.59961,11009.2002,11069.65039,330300,0,0,0,0,1,0,0,1,0
25-01-2018,11095.59961,11095.59961,11009.2002,11069.65039,330300,0.2,0.1,1,0,1,0,0,1,0
25-01-2018,11095.59961,11095.59961,11009.2002,11069.65039,330300,0.275,-0.125,-1,0,1,0,0,1,0
25-01-2018,11095.59961,11095.59961,11009.2002,11069.65039,330300,0.6,0.7,1,0,1,0,0,1,0
25-01-2018,11095.59961,11095.59961,11009.2002,11069.65039,330300,0.5,0.5,1,0,1,0,0,1,0
25-01-2018,12147.75,12150.29981,12010.59961,12035.79981,538100,0,0,0,0,1,0,0,1,0
25-01-2018,10969.9502,11080.59961,10882.84961,11067.4502,405000,0,0,0,1,1,0,0,1,0
29-01-2018,11079.34961,11171.54981,11075.9502,11130.40039,241700,0.587777778,0.2625,1,1,0,0,1,0,1
29-01-2018,11079.34961,11171.54981,11075.9502,11130.40039,241700,0.3,-0.055555556,-1,1,0,0,1,0,1
29-01-2018,11079.34961,11171.54981,11075.9502,11130.40039,241700,0.2,0,0,1,0,0,1,0,1
29-01-2018,11079.34961,11171.54981,11075.9502,11130.40039,241700,0.5,0,0,1,0,0,1,0,1
29-01-2018,11079.34961,11171.54981,11075.9502,11130.40039,241700,0.7,-0.4,-1,1,0,0,1,0,1
29-01-2018,11079.34961,11171.54981,11075.9502,11130.40039,241700,0.5,0,0,1,0,0,1,0,1
